альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Понедельник;Вход;вход;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;крышу;крыша;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;можно;можно;PRED;;;;настоящее;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;слышать;слышать;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;слышать;слышать;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;только;только;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;бы;бы;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;видеть;видеть;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;Пальцы;палец;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;выгнуть;выгнуть;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;небо;небо;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;влипнуть;влипнуть;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;понимая;понимать;GRND;;;;настоящее;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;спрыгнуть;спрыгнуть;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;В;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;тротуары;тротуар;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;подарки;подарок;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;зарывали;зарывать;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;поймали;поймать;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;достали;достать;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;поймут;понять;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;как;как;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;все;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;заеЕсли;заеести;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;хотел;хотеть;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;стать;стать;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;белым;белый;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;принцем;принц;NOUN;мужской;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;брал;брать;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;снег;снег;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;красил;красить;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;лица;лицо;NOUN;средний;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;писал;писать;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;льду;лёд;NOUN;мужской;единственное;предложный (2);;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;свои;свой;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;стихи;стих;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;хотел;хотеть;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;стать;стать;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;белой;белый;ADJF;женский;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;птицей;птица;NOUN;женский;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Зимняя;В;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;небосвод;небосвод;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;стрелой;стрела;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;вонзиться;вонзиться;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;оставить;оставить;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;там;там;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;следы;след;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Но;но;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;только;только;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;смог;смочь;VERB;мужской;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;родиться;родиться;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;вновь;вновь;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;Взять;взять;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;с;с;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;собой;себя;NPRO;;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;немного;немного;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;зимних;зимний;ADJF;;множественное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;снов;сон;NOUN;мужской;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Всем;весь;ADJF;;множественное;дательный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;поведать;поведать;INFN;;;;;;;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;о;о;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;себе;себя;NPRO;;единственное;дательный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;растаять;растаять;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;словно;словно;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;белый;белый;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;снег;снег;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;хотел;хотеть;VERB;мужской;единственное;;прошедшее;;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;стать;стать;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;чистым;чистый;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;небом;небо;NOUN;средний;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Плакать;плакать;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;белым;белый;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;белым;белый;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;светом;свет;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Укрывать;укрывать;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;поля;поле;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;прятать;прятать;INFN;;;;;;;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;листья;лист;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;уйду;уйти;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;рассвете;рассвет;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;Я;я;NPRO;;единственное;именительный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;вернусь;вернуться;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;стану;стать;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Зимняя;летом;лето;NOUN;средний;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Зимняя;И;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;забуду;забыть;VERB;;единственное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Зимняя;все;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;что;что;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;мне;я;NPRO;;единственное;дательный;;1;;;;;;;
Здравствуйте, дети!, 2004;Зимняя;приснится;присниться;VERB;;единственное;;будущее;3;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;За;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;каждую;каждый;ADJF;женский;единственное;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;фразу;фраза;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;каждые;каждый;ADJF;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;грозы;гроза;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;каждый;каждый;ADJF;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;рассказ;рассказ;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;За;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;березы;берёза;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;их;они;NPRO;;множественное;винительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;ананасы;ананас;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;мой;мой;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;маракас;маракас;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Летят;лететь;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;паровозы;паровоз;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;горят;гореть;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;все;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;путевки;путёвка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;первый;первый;ADJF;мужской;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;этаж;этаж;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Ребята;ребята;NOUN;;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;любите;любить;VERB;;множественное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Друг друга;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;мать;мать;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;вашу;ваш;ADJF;женский;единственное;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;потуги;потуга;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;подвиги;подвиг;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;За;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;первые;первый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;встречи;встреча;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;первые;первый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;плечи;плечо;NOUN;средний;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;наколоты;наколоть;PRTS;;множественное;;прошедшее;;;совершенный;страдательный;;;;
Здравствуйте, дети!, 2004;Друг друга;танцы;танец;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Во-первых;во-первых;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;зажечься;зажечься;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;в-десятых;в-десятых;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;остаться;остаться;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;последним;последний;ADJF;мужской;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;засранцем;засранец;NOUN;мужской;единственное;творительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Летят;лететь;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;пароходы;пароход;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;найден;найти;PRTS;мужской;единственное;;прошедшее;;;совершенный;страдательный;;;;
Здравствуйте, дети!, 2004;Друг друга;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;багажнике;багажник;NOUN;мужской;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;труп;труп;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;капитанши;капитанша;NOUN;женский;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Ребята;ребята;NOUN;;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;любите;любить;VERB;;множественное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Друг друга;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;мать;мать;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;вашу;ваш;ADJF;женский;единственное;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;потуги;потуга;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;подвиги;подвиг;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;За;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;моменты;момент;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;фрагменты;фрагмент;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;порванной;порвать;PRTF;женский;единственное;родительный;прошедшее;;;совершенный;страдательный;;;;переходный
Здравствуйте, дети!, 2004;Друг друга;пленке;плёнка;NOUN;женский;единственное;предложный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Его;он;NPRO;мужской;единственное;винительный;;3;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;алименты;алименты;NOUN;;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;её;её;ADJF;средний;единственное;родительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;сыновья;сын;NOUN;мужской;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;разменяли;разменять;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Друг друга;пеленки;пелёнка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Летят;лететь;VERB;;множественное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;самолеты;самолёт;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;врывается;врываться;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Друг друга;ветер;ветер;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;пустой;пустой;ADJF;женский;единственное;творительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;экипаж;экипаж;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;Ребята;ребята;NOUN;;множественное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;любите;любить;VERB;;множественное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Друг друга;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;мать;мать;NOUN;женский;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Друг друга;вашу;ваш;ADJF;женский;единственное;винительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;потуги;потуга;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;за;за;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Друг друга;подвиги;подвиг;NOUN;мужской;множественное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Друг друга;наши;наш;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;имени;имя;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;первые;первый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;гласные;гласный;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;губы;губа;NOUN;женский;множественное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;раскрытые;раскрытый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;Битые;битый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;в;в;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;кожу;кожа;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;иголкой;иголка;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;любимые;любимый;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;фразы;фраза;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;Узнаем;узнать;VERB;;множественное;;будущее;1;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;друг;друг;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;друга;друг;NOUN;мужской;единственное;родительный;;;;;;;;одушевлённое;
Здравствуйте, дети!, 2004;Подоннки;по;по;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;запаху;запах;NOUN;мужской;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;тонкая;тонкий;ADJF;женский;единственное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;шея;шея;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;ворот;ворота;NOUN;;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;распахнутый;распахнуть;PRTF;мужской;единственное;именительный;прошедшее;;;совершенный;страдательный;;;;переходный
Здравствуйте, дети!, 2004;Подоннки;На;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;хуй;хуй;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;нам;мы;NPRO;;множественное;дательный;;1;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;эти;этот;ADJF;;множественное;именительный;;;;;;;;;
Здравствуйте, дети!, 2004;Подоннки;помолвки;помолвка;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Подоннки;хочется;хотеться;VERB;;единственное;;настоящее;;изъявительное;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Подоннки;сразу;сразу;ADVB;;;;;;;;;;;;
